year,temp,co2,sea_ice,temp_ireland,rainfall_ireland
-121496,218.4,,,,
-121455,218.3,,,,
-121413,218.7,,,,
-121372,218.1,,,,
-121330,218.5,,,,
-121287,218.3,,,,
-121244,217.5,,,,
-121202,218.5,,,,
-121162,219.2,,,,
-121122,218.7,,,,
-121120,,276.4,,,
-121082,218.5,,,,
-121064,,279.16,,,
-121042,218.7,,,,
-121003,219.4,,,,
-120964,219.2,,,,
-120922,218.0,,,,
-120882,218.7,,,,
-120845,219.9,,,,
-120807,218.9,,,,
-120768,219.3,,,,
-120728,218.6,,,,
-120687,218.4,,,,
-120646,218.6,,,,
-120604,218.4,,,,
-120563,218.4,,,,
-120522,218.2,,,,
-120483,219.5,,,,
-120441,218.1,,,,
-120400,218.2,,,,
-120394,,272.1,,,
-120361,219.5,,,,
-120342,,279.0,,,
-120322,218.9,,,,
-120282,218.6,,,,
-120241,218.4,,,,
-120200,218.6,,,,
-120159,218.3,,,,
-120150,,278.25,,,
-120119,218.9,,,,
-120077,218.1,,,,
-120034,218.0,,,,
-119992,218.3,,,,
-119949,218.0,,,,
-119906,217.7,,,,
-119892,,276.61,,,
-119863,218.0,,,,
-119822,218.4,,,,
-119780,218.1,,,,
-119736,217.8,,,,
-119695,218.5,,,,
-119654,218.2,,,,
-119613,218.5,,,,
-119573,218.9,,,,
-119530,217.6,,,,
-119490,219.0,,,,
-119476,,279.48,,,
-119447,217.6,,,,
-119404,218.1,,,,
-119360,217.8,,,,
-119315,217.1,,,,
-119270,217.5,,,,
-119228,218.1,,,,
-119184,217.7,,,,
-119142,217.8,,,,
-119102,219.1,,,,
-119067,,277.6,,,
-119061,218.3,,,,
-119018,217.9,,,,
-118973,217.3,,,,
-118932,218.4,,,,
-118889,217.7,,,,
-118846,218.3,,,,
-118800,217.1,,,,
-118754,216.7,,,,
-118709,217.9,,,,
-118665,217.3,,,,
-118620,217.3,,,,
-118593,,276.82,,,
-118576,217.7,,,,
-118530,217.2,,,,
-118486,217.3,,,,
-118442,217.6,,,,
-118432,,265.2,,,
-118399,217.6,,,,
-118356,218.6,,,,
-118314,217.2,,,,
-118271,218.4,,,,
-118227,217.4,,,,
-118194,,268.73,,,
-118182,217.3,,,,
-118136,216.8,,,,
-118091,217.8,,,,
-118045,217.0,,,,
-117998,216.7,,,,
-117951,216.8,,,,
-117904,217.2,,,,
-117858,216.6,,,,
-117814,217.7,,,,
-117770,217.5,,,,
-117766,,274.59,,,
-117725,217.5,,,,
-117722,,271.9,,,
-117677,216.4,,,,
-117629,216.7,,,,
-117584,217.3,,,,
-117534,216.2,,,,
-117489,217.1,,,,
-117447,218.2,,,,
-117405,217.8,,,,
-117362,218.4,,,,
-117316,216.4,,,,
-117293,,267.74,,,
-117267,216.2,,,,
-117220,217.2,,,,
-117174,216.7,,,,
-117129,217.5,,,,
-117081,216.6,,,,
-117034,216.6,,,,
-116989,217.5,,,,
-116942,216.7,,,,
-116895,216.7,,,,
-116848,216.9,,,,
-116800,216.3,,,,
-116752,216.4,,,,
-116708,,277.72,,,
-116706,217.4,,,,
-116699,,273.7,,,
-116660,216.8,,,,
-116613,216.5,,,,
-116565,216.6,,,,
-116518,216.5,,,,
-116471,217.1,,,,
-116420,215.5,,,,
-116370,216.1,,,,
-116323,216.7,,,,
-116274,216.3,,,,
-116227,216.8,,,,
-116175,215.4,,,,
-116124,215.8,,,,
-116076,216.6,,,,
-116026,215.9,,,,
-115974,215.7,,,,
-115922,215.5,,,,
-115872,216.1,,,,
-115822,215.9,,,,
-115800,,267.6,,,
-115772,216.1,,,,
-115722,215.9,,,,
-115673,216.4,,,,
-115669,,274.98,,,
-115621,215.6,,,,
-115563,214.1,,,,
-115510,215.4,,,,
-115457,215.8,,,,
-115402,214.6,,,,
-115349,215.6,,,,
-115296,215.5,,,,
-115241,214.6,,,,
-115236,,274.03,,,
-115189,215.8,,,,
-115137,215.6,,,,
-115080,214.6,,,,
-115025,214.9,,,,
-114973,215.6,,,,
-114920,215.3,,,,
-114866,215.0,,,,
-114811,214.9,,,,
-114756,215.1,,,,
-114702,214.6,,,,
-114650,216.0,,,,
-114597,215.1,,,,
-114551,,262.5,,,
-114543,215.3,,,,
-114526,,273.63,,,
-114489,214.6,,,,
-114439,216.3,,,,
-114384,214.8,,,,
-114330,215.1,,,,
-114273,214.4,,,,
-114218,214.8,,,,
-114166,215.4,,,,
-114114,215.7,,,,
-114058,214.5,,,,
-114001,214.6,,,,
-113959,,273.16,,,
-113942,214.0,,,,
-113883,214.0,,,,
-113825,214.2,,,,
-113772,215.3,,,,
-113715,214.4,,,,
-113657,214.2,,,,
-113600,214.4,,,,
-113542,214.2,,,,
-113497,,276.96,,,
-113489,215.3,,,,
-113433,214.5,,,,
-113376,214.5,,,,
-113319,214.3,,,,
-113261,214.2,,,,
-113204,214.5,,,,
-113168,,273.2,,,
-113147,214.3,,,,
-113088,214.1,,,,
-113023,212.7,,,,
-112962,214.0,,,,
-112901,213.7,,,,
-112865,,275.07,,,
-112836,212.8,,,,
-112772,213.1,,,,
-112711,213.9,,,,
-112651,,274.5,,,
-112650,213.5,,,,
-112590,213.8,,,,
-112532,214.2,,,,
-112464,212.4,,,,
-112401,213.4,,,,
-112338,213.4,,,,
-112300,,267.9,,,
-112274,213.0,,,,
-112208,212.8,,,,
-112146,,261.4,,,
-112142,212.7,,,,
-112078,213.1,,,,
-112018,213.7,,,,
-111955,213.5,,,,
-111890,212.6,,,,
-111827,213.4,,,,
-111761,212.9,,,,
-111729,,260.58,,,
-111691,211.9,,,,
-111623,212.4,,,,
-111558,212.9,,,,
-111494,213.1,,,,
-111424,211.9,,,,
-111355,212.2,,,,
-111312,,266.3,,,
-111289,212.8,,,,
-111221,212.4,,,,
-111169,,264.75,,,
-111153,212.3,,,,
-111084,212.1,,,,
-111016,212.2,,,,
-110992,,263.12,,,
-110951,213.2,,,,
-110884,212.4,,,,
-110816,212.2,,,,
-110751,212.9,,,,
-110686,,256.79,,,
-110681,211.9,,,,
-110612,211.9,,,,
-110549,213.5,,,,
-110485,212.7,,,,
-110419,212.7,,,,
-110352,212.2,,,,
-110286,212.8,,,,
-110222,212.9,,,,
-110156,212.4,,,,
-110092,212.9,,,,
-110024,212.3,,,,
-109956,212.1,,,,
-109927,,257.93,,,
-109912,,256.7,,,
-109890,212.5,,,,
-109823,212.5,,,,
-109759,212.6,,,,
-109696,213.3,,,,
-109629,212.2,,,,
-109560,212.1,,,,
-109488,211.3,,,,
-109422,212.4,,,,
-109360,213.5,,,,
-109292,212.1,,,,
-109220,211.2,,,,
-109154,212.8,,,,
-109088,212.4,,,,
-109021,212.2,,,,
-108954,212.2,,,,
-108887,212.2,,,,
-108817,212.0,,,,
-108743,210.8,,,,
-108676,212.4,,,,
-108606,211.8,,,,
-108605,,246.69,,,
-108535,211.6,,,,
-108467,212.0,,,,
-108395,211.6,,,,
-108316,210.1,,,,
-108242,211.4,,,,
-108170,211.5,,,,
-108094,210.7,,,,
-108022,211.5,,,,
-107948,211.0,,,,
-107890,,244.13,,,
-107876,211.4,,,,
-107854,,251.2,,,
-107802,211.0,,,,
-107730,211.6,,,,
-107652,210.4,,,,
-107577,211.1,,,,
-107504,211.1,,,,
-107433,211.4,,,,
-107362,211.6,,,,
-107292,211.5,,,,
-107222,211.6,,,,
-107179,,244.44,,,
-107153,211.8,,,,
-107084,211.7,,,,
-107020,212.4,,,,
-106955,212.4,,,,
-106891,212.4,,,,
-106830,213.1,,,,
-106767,212.5,,,,
-106705,213.0,,,,
-106641,212.2,,,,
-106581,213.1,,,,
-106520,213.0,,,,
-106458,212.7,,,,
-106452,,236.43,,,
-106398,213.0,,,,
-106341,213.7,,,,
-106282,213.2,,,,
-106228,214.0,,,,
-106203,,245.6,,,
-106170,213.4,,,,
-106111,213.2,,,,
-106051,212.9,,,,
-105996,213.9,,,,
-105943,214.3,,,,
-105893,215.0,,,,
-105842,214.5,,,,
-105790,214.7,,,,
-105737,214.1,,,,
-105685,214.4,,,,
-105630,213.9,,,,
-105629,,238.2,,,
-105577,214.1,,,,
-105523,214.1,,,,
-105467,213.5,,,,
-105411,213.6,,,,
-105355,213.9,,,,
-105298,213.2,,,,
-105243,213.6,,,,
-105190,214.5,,,,
-105131,212.8,,,,
-105071,212.9,,,,
-105025,,240.34,,,
-105011,212.8,,,,
-104952,212.9,,,,
-104893,213.2,,,,
-104836,213.3,,,,
-104780,213.4,,,,
-104722,213.2,,,,
-104663,212.9,,,,
-104605,213.3,,,,
-104547,213.2,,,,
-104486,212.5,,,,
-104425,212.6,,,,
-104418,,244.83,,,
-104368,213.2,,,,
-104314,214.1,,,,
-104306,,241.4,,,
-104256,213.1,,,,
-104198,213.0,,,,
-104142,213.5,,,,
-104085,213.2,,,,
-104040,,257.58,,,
-104027,213.2,,,,
-103971,213.5,,,,
-103912,212.9,,,,
-103851,212.4,,,,
-103791,212.8,,,,
-103730,212.6,,,,
-103686,,230.6,,,
-103670,212.6,,,,
-103607,212.2,,,,
-103557,,248.78,,,
-103547,212.5,,,,
-103489,213.5,,,,
-103426,212.0,,,,
-103359,211.4,,,,
-103296,212.5,,,,
-103235,212.4,,,,
-103171,211.9,,,,
-103108,212.4,,,,
-103041,211.3,,,,
-103016,,242.36,,,
-102978,212.3,,,,
-102908,210.9,,,,
-102841,211.7,,,,
-102772,211.2,,,,
-102754,,236.9,,,
-102702,210.8,,,,
-102636,211.9,,,,
-102568,211.4,,,,
-102502,211.2,,,,
-102441,212.9,,,,
-102381,,238.88,,,
-102378,212.0,,,,
-102324,,247.76,,,
-102316,212.4,,,,
-102256,212.2,,,,
-102199,213.4,,,,
-102141,212.9,,,,
-102082,212.6,,,,
-102022,212.6,,,,
-101964,212.7,,,,
-101908,213.9,,,,
-101852,212.7,,,,
-101796,213.4,,,,
-101740,213.3,,,,
-101683,213.0,,,,
-101628,213.3,,,,
-101572,213.4,,,,
-101515,,228.1,,,
-101512,212.0,,,,
-101455,213.3,,,,
-101402,213.9,,,,
-101359,,240.68,,,
-101349,213.8,,,,
-101295,213.6,,,,
-101240,213.2,,,,
-101188,213.9,,,,
-101135,213.8,,,,
-101083,213.8,,,,
-101029,213.5,,,,
-100978,214.1,,,,
-100924,213.5,,,,
-100870,213.7,,,,
-100817,213.3,,,,
-100815,,237.07,,,
-100765,214.3,,,,
-100714,213.7,,,,
-100666,214.7,,,,
-100619,215.4,,,,
-100570,214.1,,,,
-100521,214.6,,,,
-100472,214.4,,,,
-100420,213.8,,,,
-100368,213.9,,,,
-100313,213.3,,,,
-100258,213.0,,,,
-100202,213.3,,,,
-100148,213.0,,,,
-100096,214.3,,,,
-100045,213.9,,,,
-100022,,240.07,,,
-99993,213.9,,,,
-99941,213.7,,,,
-99888,213.6,,,,
-99833,213.2,,,,
-99799,,236.9,,,
-99782,214.2,,,,
-99729,213.5,,,,
-99680,214.4,,,,
-99626,213.4,,,,
-99574,213.7,,,,
-99521,213.4,,,,
-99470,214.3,,,,
-99419,213.8,,,,
-99376,,244.76,,,
-99366,213.3,,,,
-99314,214.1,,,,
-99262,213.9,,,,
-99209,213.1,,,,
-99155,213.9,,,,
-99100,212.6,,,,
-99046,213.6,,,,
-98994,213.6,,,,
-98943,214.0,,,,
-98892,214.0,,,,
-98887,,230.8,,,
-98837,213.0,,,,
-98786,214.0,,,,
-98733,213.5,,,,
-98678,213.1,,,,
-98622,212.9,,,,
-98593,,247.87,,,
-98568,213.5,,,,
-98512,213.0,,,,
-98454,212.6,,,,
-98396,212.3,,,,
-98342,213.5,,,,
-98290,213.5,,,,
-98238,213.8,,,,
-98180,212.5,,,,
-98128,213.7,,,,
-98127,,245.63,,,
-98073,212.9,,,,
-98020,213.6,,,,
-97965,213.0,,,,
-97909,212.8,,,,
-97899,,225.8,,,
-97856,213.3,,,,
-97806,214.5,,,,
-97756,213.5,,,,
-97706,214.4,,,,
-97655,213.6,,,,
-97601,213.5,,,,
-97548,212.8,,,,
-97497,214.5,,,,
-97443,212.7,,,,
-97411,,242.99,,,
-97392,214.0,,,,
-97341,213.7,,,,
-97291,214.3,,,,
-97239,213.4,,,,
-97185,213.1,,,,
-97130,213.0,,,,
-97077,213.4,,,,
-97027,214.0,,,,
-96980,214.7,,,,
-96927,213.3,,,,
-96874,213.4,,,,
-96819,212.7,,,,
-96768,214.3,,,,
-96716,213.3,,,,
-96663,213.1,,,,
-96634,,243.18,,,
-96612,214.0,,,,
-96562,213.8,,,,
-96511,213.9,,,,
-96461,213.8,,,,
-96410,213.9,,,,
-96359,213.0,,,,
-96308,214.6,,,,
-96254,212.4,,,,
-96200,213.5,,,,
-96148,213.4,,,,
-96097,213.9,,,,
-96046,213.4,,,,
-95994,213.9,,,,
-95977,,239.86,,,
-95940,212.7,,,,
-95890,214.3,,,,
-95839,213.4,,,,
-95784,213.0,,,,
-95727,212.3,,,,
-95678,214.5,,,,
-95626,213.3,,,,
-95571,212.9,,,,
-95520,213.5,,,,
-95472,214.4,,,,
-95422,213.8,,,,
-95370,213.3,,,,
-95321,,242.35,,,
-95319,214.0,,,,
-95263,212.3,,,,
-95212,213.4,,,,
-95162,214.9,,,,
-95110,212.8,,,,
-95058,213.2,,,,
-95006,213.9,,,,
-94953,212.9,,,,
-94899,213.1,,,,
-94847,213.6,,,,
-94793,212.8,,,,
-94740,213.2,,,,
-94686,213.2,,,,
-94631,212.8,,,,
-94578,213.1,,,,
-94525,,245.76,,,
-94524,213.2,,,,
-94470,212.8,,,,
-94418,213.3,,,,
-94368,214.0,,,,
-94319,214.0,,,,
-94270,213.7,,,,
-94223,214.5,,,,
-94177,214.7,,,,
-94128,214.0,,,,
-94084,215.1,,,,
-94041,215.4,,,,
-93993,214.2,,,,
-93971,,246.2,,,
-93941,213.4,,,,
-93883,212.0,,,,
-93830,213.1,,,,
-93777,213.2,,,,
-93725,213.2,,,,
-93674,213.9,,,,
-93621,212.7,,,,
-93569,213.5,,,,
-93519,214.1,,,,
-93466,212.5,,,,
-93416,213.9,,,,
-93367,214.0,,,,
-93317,213.7,,,,
-93284,,242.91,,,
-93267,213.8,,,,
-93216,213.4,,,,
-93164,213.3,,,,
-93113,213.3,,,,
-93062,213.7,,,,
-93010,213.4,,,,
-92958,212.6,,,,
-92908,214.6,,,,
-92858,213.2,,,,
-92804,213.1,,,,
-92748,212.2,,,,
-92696,213.3,,,,
-92645,213.6,,,,
-92619,,242.41,,,
-92595,213.5,,,,
-92546,213.9,,,,
-92495,213.7,,,,
-92441,212.5,,,,
-92403,,232.0,,,
-92387,213.0,,,,
-92333,212.8,,,,
-92282,213.5,,,,
-92224,212.1,,,,
-92170,212.7,,,,
-92118,213.3,,,,
-92066,213.2,,,,
-92014,213.2,,,,
-91962,213.4,,,,
-91908,212.2,,,,
-91873,,238.21,,,
-91856,213.9,,,,
-91805,213.0,,,,
-91752,213.2,,,,
-91697,212.5,,,,
-91644,212.9,,,,
-91594,214.0,,,,
-91541,212.8,,,,
-91486,212.5,,,,
-91475,,235.16,,,
-91429,212.3,,,,
-91373,212.3,,,,
-91319,212.8,,,,
-91265,212.8,,,,
-91211,212.8,,,,
-91158,213.2,,,,
-91103,212.5,,,,
-91048,212.4,,,,
-90994,212.8,,,,
-90936,211.9,,,,
-90878,212.1,,,,
-90823,212.5,,,,
-90771,213.2,,,,
-90720,213.9,,,,
-90718,,232.46,,,
-90662,211.4,,,,
-90605,212.3,,,,
-90548,212.2,,,,
-90489,211.8,,,,
-90433,212.4,,,,
-90373,211.5,,,,
-90319,213.0,,,,
-90264,212.4,,,,
-90209,212.4,,,,
-90156,213.0,,,,
-90104,213.2,,,,
-90049,212.5,,,,
-90000,,233.74,,,
-89992,212.2,,,,
-89934,211.9,,,,
-89875,211.7,,,,
-89814,211.5,,,,
-89755,211.3,,,,
-89702,213.2,,,,
-89648,212.8,,,,
-89592,212.3,,,,
-89534,211.7,,,,
-89495,,231.12,,,
-89486,214.1,,,,
-89433,212.7,,,,
-89379,212.7,,,,
-89325,212.7,,,,
-89299,,228.3,,,
-89272,212.7,,,,
-89221,213.1,,,,
-89173,214.2,,,,
-89123,213.4,,,,
-89070,212.6,,,,
-89017,212.9,,,,
-88965,212.9,,,,
-88913,213.4,,,,
-88884,,231.56,,,
-88857,212.0,,,,
-88801,211.9,,,,
-88747,212.9,,,,
-88696,213.1,,,,
-88645,213.3,,,,
-88593,213.0,,,,
-88542,213.2,,,,
-88492,213.5,,,,
-88435,212.0,,,,
-88407,,224.2,,,
-88379,212.0,,,,
-88367,,229.74,,,
-88323,212.5,,,,
-88266,211.8,,,,
-88209,211.7,,,,
-88155,213.0,,,,
-88102,212.6,,,,
-88050,213.0,,,,
-87996,212.5,,,,
-87943,212.9,,,,
-87889,212.4,,,,
-87831,211.9,,,,
-87775,212.0,,,,
-87746,,228.88,,,
-87718,212.4,,,,
-87659,211.1,,,,
-87600,211.7,,,,
-87543,212.3,,,,
-87483,211.2,,,,
-87427,212.2,,,,
-87368,211.6,,,,
-87310,211.5,,,,
-87295,,227.38,,,
-87254,212.4,,,,
-87199,212.3,,,,
-87143,212.1,,,,
-87085,211.6,,,,
-87024,211.2,,,,
-86966,212.3,,,,
-86906,210.7,,,,
-86849,212.6,,,,
-86790,211.3,,,,
-86751,,223.99,,,
-86732,211.7,,,,
-86671,211.1,,,,
-86612,211.5,,,,
-86557,212.7,,,,
-86498,211.6,,,,
-86433,210.4,,,,
-86369,210.6,,,,
-86307,211.0,,,,
-86248,211.5,,,,
-86193,212.5,,,,
-86186,,217.8,,,
-86135,211.6,,,,
-86083,212.8,,,,
-86027,212.1,,,,
-85973,212.4,,,,
-85967,,208.0,,,
-85918,212.1,,,,
-85866,213.4,,,,
-85811,211.8,,,,
-85755,211.9,,,,
-85700,212.2,,,,
-85646,212.5,,,,
-85631,,223.63,,,
-85592,212.3,,,,
-85541,213.2,,,,
-85490,212.8,,,,
-85438,212.9,,,,
-85387,212.9,,,,
-85333,212.3,,,,
-85286,213.8,,,,
-85236,213.1,,,,
-85187,213.4,,,,
-85139,213.6,,,,
-85088,212.9,,,,
-85078,,221.06,,,
-85037,212.9,,,,
-84985,212.9,,,,
-84934,212.7,,,,
-84885,213.4,,,,
-84837,213.7,,,,
-84788,213.2,,,,
-84738,213.2,,,,
-84689,213.1,,,,
-84642,214.2,,,,
-84593,212.9,,,,
-84548,,223.38,,,
-84544,213.5,,,,
-84497,213.7,,,,
-84449,213.5,,,,
-84403,213.3,,,,
-84359,215.5,,,,
-84314,213.9,,,,
-84266,213.3,,,,
-84231,,217.0,,,
-84218,213.5,,,,
-84171,213.8,,,,
-84123,213.5,,,,
-84074,212.8,,,,
-84031,214.9,,,,
-83985,213.9,,,,
-83941,,228.76,,,
-83936,213.1,,,,
-83889,213.8,,,,
-83845,214.3,,,,
-83803,214.8,,,,
-83759,214.5,,,,
-83715,214.1,,,,
-83670,214.3,,,,
-83625,213.8,,,,
-83582,214.6,,,,
-83539,214.7,,,,
-83492,213.7,,,,
-83447,213.9,,,,
-83417,,234.69,,,
-83401,214.3,,,,
-83356,213.2,,,,
-83311,214.8,,,,
-83268,214.0,,,,
-83224,214.8,,,,
-83180,214.0,,,,
-83141,215.7,,,,
-83099,214.7,,,,
-83070,,214.2,,,
-83055,214.2,,,,
-83011,214.7,,,,
-82987,,238.42,,,
-82968,213.4,,,,
-82926,215.6,,,,
-82887,215.6,,,,
-82845,214.4,,,,
-82802,214.7,,,,
-82759,214.5,,,,
-82716,214.0,,,,
-82674,215.3,,,,
-82630,214.1,,,,
-82587,214.5,,,,
-82545,214.7,,,,
-82503,214.4,,,,
-82464,215.8,,,,
-82426,215.6,,,,
-82407,,243.16,,,
-82386,215.3,,,,
-82347,215.3,,,,
-82308,215.4,,,,
-82268,215.6,,,,
-82227,214.6,,,,
-82188,215.6,,,,
-82145,214.1,,,,
-82102,214.9,,,,
-82066,,228.0,,,
-82060,214.4,,,,
-82017,214.3,,,,
-81991,,250.79,,,
-81975,214.6,,,,
-81934,215.3,,,,
-81892,214.5,,,,
-81850,214.3,,,,
-81810,216.2,,,,
-81769,214.5,,,,
-81725,213.7,,,,
-81683,215.0,,,,
-81639,214.2,,,,
-81604,,247.1,,,
-81597,214.5,,,,
-81556,215.1,,,,
-81514,214.4,,,,
-81473,214.9,,,,
-81432,215.1,,,,
-81389,214.1,,,,
-81383,,236.4,,,
-81344,214.2,,,,
-81298,213.3,,,,
-81253,214.3,,,,
-81207,213.5,,,,
-81161,213.8,,,,
-81114,213.0,,,,
-81068,214.1,,,,
-81038,,246.32,,,
-81024,214.0,,,,
-80979,213.8,,,,
-80937,214.7,,,,
-80893,213.9,,,,
-80851,215.4,,,,
-80806,213.3,,,,
-80759,213.7,,,,
-80714,213.7,,,,
-80667,213.7,,,,
-80618,212.8,,,,
-80577,,240.87,,,
-80569,212.8,,,,
-80522,213.7,,,,
-80478,214.1,,,,
-80467,,241.1,,,
-80431,213.4,,,,
-80382,213.0,,,,
-80330,212.4,,,,
-80280,212.6,,,,
-80232,213.3,,,,
-80182,212.8,,,,
-80131,212.6,,,,
-80119,,238.89,,,
-80083,213.3,,,,
-80032,212.5,,,,
-79985,213.4,,,,
-79938,213.6,,,,
-79890,212.9,,,,
-79843,213.4,,,,
-79796,213.7,,,,
-79761,,234.13,,,
-79749,213.2,,,,
-79700,213.0,,,,
-79651,213.0,,,,
-79602,212.8,,,,
-79554,213.1,,,,
-79507,213.7,,,,
-79459,212.7,,,,
-79409,213.4,,,,
-79361,212.1,,,,
-79314,214.2,,,,
-79267,213.1,,,,
-79257,,230.33,,,
-79219,213.1,,,,
-79171,213.2,,,,
-79121,212.6,,,,
-79069,212.3,,,,
-79019,212.6,,,,
-78969,212.9,,,,
-78920,212.5,,,,
-78874,214.0,,,,
-78829,213.8,,,,
-78777,212.1,,,,
-78772,,233.92,,,
-78729,213.3,,,,
-78676,211.8,,,,
-78664,,230.9,,,
-78627,213.1,,,,
-78577,212.5,,,,
-78529,213.3,,,,
-78482,213.2,,,,
-78436,213.6,,,,
-78382,211.8,,,,
-78380,,230.6,,,
-78332,212.9,,,,
-78280,212.0,,,,
-78230,213.0,,,,
-78173,210.9,,,,
-78121,212.4,,,,
-78070,212.4,,,,
-78019,212.6,,,,
-77967,211.7,,,,
-77928,,234.74,,,
-77917,213.0,,,,
-77869,213.1,,,,
-77819,212.6,,,,
-77769,212.4,,,,
-77718,212.7,,,,
-77665,211.9,,,,
-77613,211.9,,,,
-77562,212.5,,,,
-77511,212.8,,,,
-77460,,229.26,,,
-77455,211.4,,,,
-77398,210.7,,,,
-77345,212.3,,,,
-77293,212.4,,,,
-77238,211.4,,,,
-77184,211.9,,,,
-77132,212.1,,,,
-77076,211.5,,,,
-77021,211.6,,,,
-77020,,227.3,,,
-76966,211.4,,,,
-76910,211.7,,,,
-76854,211.3,,,,
-76796,211.0,,,,
-76738,211.0,,,,
-76684,211.6,,,,
-76629,211.6,,,,
-76572,211.0,,,,
-76558,,224.14,,,
-76518,211.8,,,,
-76467,212.4,,,,
-76415,212.3,,,,
-76363,211.7,,,,
-76312,212.9,,,,
-76258,211.3,,,,
-76233,,221.7,,,
-76205,212.0,,,,
-76153,212.1,,,,
-76131,,226.65,,,
-76100,212.0,,,,
-76047,211.9,,,,
-75991,211.2,,,,
-75935,211.4,,,,
-75878,211.1,,,,
-75821,210.9,,,,
-75766,211.7,,,,
-75713,212.0,,,,
-75666,,224.92,,,
-75658,211.1,,,,
-75603,212.1,,,,
-75543,210.0,,,,
-75489,211.8,,,,
-75436,212.0,,,,
-75381,211.4,,,,
-75324,211.2,,,,
-75266,210.6,,,,
-75211,211.8,,,,
-75200,,217.1,,,
-75157,211.7,,,,
-75106,,231.68,,,
-75101,211.1,,,,
-75045,211.4,,,,
-74986,210.7,,,,
-74924,210.2,,,,
-74865,210.5,,,,
-74808,211.3,,,,
-74750,210.7,,,,
-74747,,238.01,,,
-74695,211.6,,,,
-74639,211.2,,,,
-74587,211.9,,,,
-74532,211.5,,,,
-74478,211.5,,,,
-74426,212.1,,,,
-74375,212.0,,,,
-74324,212.2,,,,
-74297,,239.34,,,
-74274,212.3,,,,
-74223,212.3,,,,
-74171,211.9,,,,
-74118,211.5,,,,
-74069,213.0,,,,
-74019,212.0,,,,
-73970,212.8,,,,
-73921,212.4,,,,
-73901,,249.94,,,
-73873,212.9,,,,
-73826,212.8,,,,
-73778,212.6,,,,
-73733,213.7,,,,
-73691,214.1,,,,
-73648,213.5,,,,
-73606,214.6,,,,
-73595,,249.52,,,
-73563,213.7,,,,
-73517,213.2,,,,
-73471,213.0,,,,
-73424,213.2,,,,
-73375,212.3,,,,
-73329,213.1,,,,
-73285,213.6,,,,
-73236,212.4,,,,
-73190,213.3,,,,
-73142,212.6,,,,
-73118,,243.27,,,
-73094,212.6,,,,
-73047,212.7,,,,
-73002,213.9,,,,
-72953,212.2,,,,
-72902,212.1,,,,
-72850,211.5,,,,
-72798,212.0,,,,
-72746,211.9,,,,
-72694,211.9,,,,
-72640,211.2,,,,
-72591,212.6,,,,
-72576,,241.24,,,
-72534,210.8,,,,
-72481,211.7,,,,
-72426,211.1,,,,
-72373,212.0,,,,
-72317,210.6,,,,
-72271,,231.33,,,
-72263,211.7,,,,
-72210,211.6,,,,
-72156,211.3,,,,
-72101,211.6,,,,
-72044,210.5,,,,
-71987,211.0,,,,
-71930,210.7,,,,
-71871,210.5,,,,
-71812,210.6,,,,
-71801,,232.74,,,
-71753,210.5,,,,
-71692,210.0,,,,
-71629,209.9,,,,
-71568,210.0,,,,
-71506,210.3,,,,
-71441,209.3,,,,
-71379,209.9,,,,
-71322,210.9,,,,
-71277,,229.1,,,
-71269,,230.89,,,
-71265,210.6,,,,
-71208,211.1,,,,
-71149,210.1,,,,
-71094,211.3,,,,
-71038,210.9,,,,
-70982,211.1,,,,
-70930,211.6,,,,
-70916,,232.33,,,
-70875,211.3,,,,
-70821,211.2,,,,
-70768,211.5,,,,
-70714,211.4,,,,
-70662,211.5,,,,
-70611,212.3,,,,
-70559,211.3,,,,
-70540,,232.79,,,
-70505,211.4,,,,
-70450,211.0,,,,
-70396,211.2,,,,
-70346,212.2,,,,
-70296,212.2,,,,
-70246,212.0,,,,
-70194,211.8,,,,
-70143,,239.46,,,
-70141,211.1,,,,
-70093,213.0,,,,
-70038,210.9,,,,
-69981,210.5,,,,
-69934,212.8,,,,
-69885,212.2,,,,
-69838,212.7,,,,
-69791,212.7,,,,
-69746,213.2,,,,
-69744,,237.56,,,
-69699,212.6,,,,
-69651,212.6,,,,
-69604,212.2,,,,
-69556,213.0,,,,
-69506,211.8,,,,
-69454,211.6,,,,
-69402,211.5,,,,
-69350,211.9,,,,
-69329,,235.02,,,
-69296,210.7,,,,
-69243,211.6,,,,
-69190,211.4,,,,
-69132,210.5,,,,
-69099,,227.3,,,
-69076,210.9,,,,
-69019,210.5,,,,
-68979,,225.17,,,
-68962,210.7,,,,
-68902,210.0,,,,
-68844,210.3,,,,
-68788,211.0,,,,
-68732,210.7,,,,
-68677,211.3,,,,
-68617,209.9,,,,
-68554,209.4,,,,
-68492,209.7,,,,
-68477,,220.33,,,
-68436,211.0,,,,
-68372,209.4,,,,
-68307,209.3,,,,
-68241,209.0,,,,
-68177,209.5,,,,
-68109,208.6,,,,
-68102,,215.55,,,
-68044,209.4,,,,
-67975,208.5,,,,
-67910,209.3,,,,
-67846,209.3,,,,
-67779,208.8,,,,
-67719,210.1,,,,
-67658,209.7,,,,
-67642,,211.26,,,
-67599,210.5,,,,
-67541,210.1,,,,
-67484,210.7,,,,
-67426,210.4,,,,
-67368,210.2,,,,
-67309,210.5,,,,
-67244,209.0,,,,
-67177,208.8,,,,
-67132,,205.42,,,
-67109,208.7,,,,
-67044,209.2,,,,
