year,temp_anomaly
-97691,-4.2
-97636,-5.21
-97585,-4.2
-97532,-4.7
-97477,-5.06
-97422,-5.28
-97368,-4.71
-97313,-5.16
-97255,-5.59
-97197,-5.87
-97144,-4.67
-97091,-4.7
-97040,-4.32
-96983,-5.66
-96930,-4.47
-96875,-5.3
-96822,-4.54
-96767,-5.15
-96712,-5.33
-96660,-4.82
-96610,-3.68
-96559,-4.64
-96509,-3.73
-96458,-4.59
-96405,-4.63
-96352,-5.35
-96301,-3.68
-96247,-5.44
-96196,-4.16
-96145,-4.46
-96096,-3.82
-96044,-4.78
-95990,-5.03
-95935,-5.13
-95882,-4.8
-95833,-4.2
-95785,-3.41
-95732,-4.86
-95679,-4.73
-95625,-5.46
-95575,-3.84
-95522,-4.83
-95470,-5.05
-95419,-4.17
-95369,-4.37
-95318,-4.22
-95268,-4.32
-95217,-4.22
-95166,-5.11
-95115,-3.56
-95061,-5.71
-95008,-4.7
-94956,-4.72
-94905,-4.24
-94854,-4.8
-94802,-4.29
-94749,-5.46
-94699,-3.82
-94647,-4.73
-94593,-5.15
-94536,-5.84
-94488,-3.69
-94435,-4.87
-94381,-5.23
-94330,-4.6
-94282,-3.73
-94232,-4.32
-94180,-4.8
-94129,-4.14
-94074,-5.86
-94022,-4.78
-93974,-3.23
-93921,-5.3
-93869,-4.96
-93817,-4.22
-93764,-5.26
-93711,-5.02
-93659,-4.54
-93605,-5.36
-93552,-4.92
-93499,-4.98
-93444,-5.33
-93391,-5.03
-93338,-4.94
-93284,-5.38
-93232,-4.82
-93182,-4.11
-93133,-4.14
-93084,-4.42
-93037,-3.63
-92991,-3.41
-92943,-4.17
-92899,-3.02
-92855,-2.73
-92807,-3.94
-92755,-4.68
-92699,-6.12
-92645,-5.05
-92592,-4.95
-92540,-4.93
-92490,-4.24
-92436,-5.41
-92385,-4.6
-92336,-3.99
-92282,-5.61
-92232,-4.22
-92183,-4.14
-92134,-4.39
-92084,-4.34
-92033,-4.67
-91981,-4.85
-91930,-4.78
-91880,-4.44
-91828,-4.73
-91775,-5.54
-91726,-3.53
-91676,-4.88
-91622,-5.05
-91567,-5.92
-91515,-4.78
-91464,-4.47
-91414,-4.57
-91365,-4.23
-91314,-4.38
-91261,-5.59
-91207,-5.16
-91154,-5.32
-91101,-4.6
-91045,-6.05
-90991,-5.37
-90939,-4.8
-90888,-4.88
-90836,-4.91
-90784,-4.69
-90729,-5.9
-90679,-4.21
-90627,-5.09
-90575,-4.87
-90521,-5.63
-90468,-5.19
-90418,-4.13
-90365,-5.27
-90310,-5.63
-90254,-5.85
-90198,-5.76
-90144,-5.33
-90090,-5.35
-90037,-5.3
-89985,-4.9
-89930,-5.61
-89875,-5.68
-89821,-5.27
-89764,-6.19
-89707,-6.04
-89652,-5.59
-89600,-4.95
-89550,-4.22
-89491,-6.73
-89435,-5.82
-89378,-5.87
-89320,-6.34
-89263,-5.76
-89206,-6.6
-89151,-5.16
-89096,-5.71
-89041,-5.67
-88989,-5.16
-88938,-4.88
-88883,-5.64
-88827,-5.92
-88769,-6.21
-88710,-6.38
-88650,-6.59
-88590,-6.77
-88539,-4.91
-88486,-5.32
-88430,-5.86
-88374,-6.37
-88324,-3.98
-88272,-5.46
-88218,-5.4
-88165,-5.46
-88112,-5.39
-88062,-5.01
-88013,-3.89
-87963,-4.7
-87911,-5.52
-87858,-5.22
-87807,-5.17
-87755,-4.76
-87700,-6.11
-87642,-6.23
-87590,-5.25
-87539,-5.05
-87488,-4.84
-87437,-5.12
-87386,-4.89
-87336,-4.67
-87280,-6.16
-87224,-6.09
-87169,-5.64
-87112,-6.29
-87055,-6.44
-87002,-5.1
-86949,-5.53
-86897,-5.1
-86844,-5.61
-86792,-5.26
-86738,-5.69
-86681,-6.27
-86624,-6.15
-86568,-5.69
-86509,-7.01
-86451,-6.42
-86396,-5.81
-86336,-6.88
-86280,-5.94
-86222,-6.52
-86164,-6.59
-86109,-5.75
-86054,-5.8
-85999,-6.04
-85941,-6.52
-85881,-6.97
-85824,-5.85
-85764,-7.44
-85708,-5.57
-85649,-6.84
-85591,-6.46
-85531,-6.99
-85473,-6.65
-85418,-5.49
-85360,-6.57
-85296,-7.53
-85232,-7.6
-85171,-7.17
-85113,-6.61
-85058,-5.67
-85002,-6.53
-84949,-5.32
-84894,-6.07
-84840,-5.79
-84785,-6.09
-84736,-4.75
-84680,-6.32
-84624,-6.25
-84569,-5.99
-84516,-5.68
-84463,-5.81
-84412,-4.98
-84361,-5.33
-84310,-5.3
-84258,-5.23
-84207,-5.86
-84158,-4.39
-84109,-5.02
-84060,-4.77
-84012,-4.57
-83961,-5.25
-83911,-5.27
-83860,-5.33
-83809,-5.43
-83760,-4.76
-83712,-4.49
-83663,-4.99
-83614,-4.97
-83565,-5.05
-83518,-4.0
-83469,-5.23
-83421,-4.64
-83374,-4.49
-83326,-4.67
-83279,-4.84
-83238,-2.64
-83192,-4.26
-83143,-4.87
-83096,-4.64
-83049,-4.32
-83001,-4.62
-82953,-5.35
-82908,-3.25
-82863,-4.24
-82815,-5.0
-82769,-4.32
-82724,-3.88
-82682,-3.3
-82639,-3.59
-82594,-4.07
-82550,-3.84
-82505,-4.3
-82461,-3.58
-82417,-3.46
-82372,-4.45
-82326,-4.25
-82281,-3.81
-82234,-4.89
-82192,-3.28
-82147,-4.17
-82104,-3.36
-82062,-4.08
-82020,-2.41
-81979,-3.44
-81935,-3.93
-81893,-3.39
-81846,-4.69
-81806,-2.51
-81766,-2.56
-81725,-3.71
-81682,-3.37
-81639,-3.63
-81595,-4.09
-81553,-2.84
-81510,-4.04
-81467,-3.56
-81425,-3.41
-81383,-3.68
-81344,-2.3
-81305,-2.47
-81266,-2.83
-81226,-2.76
-81187,-2.65
-81148,-2.48
-81107,-3.52
-81066,-2.49
-81024,-3.95
-80982,-3.14
-80939,-3.73
-80896,-3.74
-80854,-3.48
-80813,-2.77
-80771,-3.58
-80730,-3.79
-80692,-2.01
-80649,-3.59
-80604,-4.4
-80562,-3.04
-80519,-3.87
-80477,-3.59
-80436,-2.96
-80393,-3.63
-80353,-3.12
-80311,-2.97
-80268,-3.91
-80224,-3.85
-80178,-4.74
-80134,-3.71
-80087,-4.59
-80042,-4.26
-79993,-5.03
-79949,-3.93
-79905,-4.07
-79860,-4.21
-79817,-3.38
-79775,-4.14
-79733,-2.65
-79687,-4.8
-79641,-4.37
-79595,-4.37
-79549,-4.37
-79500,-5.21
-79451,-5.26
-79405,-4.35
-79360,-3.91
-79314,-4.65
-79265,-5.05
-79214,-5.63
-79164,-5.49
-79115,-4.72
-79066,-5.28
-79016,-5.5
-78968,-4.74
-78919,-5.52
-78871,-4.69
-78824,-4.49
-78776,-5.14
-78729,-4.66
-78683,-4.38
-78636,-4.86
-78587,-5.04
-78539,-5.01
-78490,-5.26
-78442,-4.91
-78396,-4.37
-78347,-5.39
-78299,-4.62
-78248,-5.96
-78203,-3.8
-78157,-4.9
-78109,-4.92
-78061,-4.86
-78011,-5.45
-77960,-5.77
-77910,-5.44
-77860,-5.13
-77812,-5.57
-77766,-4.06
-77720,-4.26
-77671,-5.99
-77621,-4.71
-77570,-6.29
-77520,-4.96
-77471,-5.59
-77424,-4.76
-77377,-4.88
-77330,-4.44
-77278,-6.27
-77228,-5.13
-77177,-6.06
-77126,-5.02
-77072,-7.15
-77019,-5.67
-76969,-5.64
-76918,-5.41
-76867,-6.32
-76817,-5.1
-76769,-4.92
-76720,-5.45
-76670,-5.67
-76620,-5.34
-76568,-6.13
-76515,-6.12
-76465,-5.61
-76414,-5.25
-76360,-6.64
-76302,-7.4
-76250,-5.75
-76199,-5.69
-76144,-6.63
-76091,-6.2
-76039,-5.94
-75985,-6.6
-75930,-6.44
-75875,-6.69
-75820,-6.38
-75765,-6.81
-75708,-7.05
-75651,-7.04
-75596,-6.46
-75542,-6.43
-75485,-7.08
-75432,-6.31
-75382,-5.66
-75331,-5.77
-75279,-6.38
-75229,-5.16
-75175,-6.78
-75123,-6.12
-75071,-6.03
-75019,-6.06
-74966,-6.21
-74911,-6.89
-74856,-6.65
-74799,-6.95
-74742,-7.18
-74689,-6.38
-74637,-6.1
-74581,-6.98
-74528,-5.99
-74469,-8.09
-74415,-6.28
-74362,-6.1
-74308,-6.75
-74252,-6.91
-74194,-7.51
-74141,-6.31
-74088,-6.38
-74032,-6.99
-73976,-6.77
-73918,-7.43
-73858,-7.94
-73799,-7.6
-73743,-6.78
-73686,-7.41
-73632,-6.52
-73577,-6.96
-73524,-6.22
-73471,-6.67
-73418,-6.62
-73366,-5.99
-73315,-6.1
-73265,-5.98
-73215,-5.82
-73164,-5.86
-73113,-6.22
-73061,-6.67
-73012,-5.19
-72963,-6.11
-72914,-5.34
-72866,-5.72
-72818,-5.26
-72771,-5.29
-72724,-5.59
-72680,-4.44
-72637,-4.08
-72593,-4.64
-72553,-3.52
-72509,-4.47
-72464,-4.97
-72418,-5.15
-72372,-4.92
-72324,-5.86
-72278,-5.06
-72233,-4.51
-72185,-5.7
-72140,-4.83
-72092,-5.56
-72044,-5.52
-71997,-5.39
-71953,-4.21
-71904,-5.97
-71854,-6.04
-71802,-6.62
-71751,-6.11
-71700,-6.23
-71648,-6.23
-71595,-6.91
-71545,-5.53
-71490,-7.39
-71437,-6.45
-71383,-7.1
-71331,-6.16
-71275,-7.55
-71222,-6.45
-71169,-6.51
-71116,-6.89
-71062,-6.58
-71006,-7.66
-70949,-7.17
-70893,-7.42
-70835,-7.63
-70777,-7.6
-70719,-7.66
-70658,-8.19
-70597,-8.32
-70536,-8.14
-70476,-7.9
-70413,-8.89
-70351,-8.24
-70294,-7.3
-70237,-7.59
-70182,-7.05
-70124,-8.05
-70069,-6.94
-70014,-7.28
-69960,-7.09
-69907,-6.6
-69854,-6.9
-69800,-7.0
-69747,-6.65
-69695,-6.84
-69642,-6.71
-69594,-5.85
-69541,-6.88
-69488,-6.78
-69433,-7.19
-69380,-7.05
-69330,-6.04
-69281,-6.01
-69232,-6.21
-69180,-6.41
-69128,-7.09
-69080,-5.25
-69026,-7.27
-68972,-7.72
-68923,-5.41
-68876,-5.98
-68829,-5.53
-68783,-5.5
-68738,-5.05
-68691,-5.63
-68644,-5.61
-68596,-6.04
-68550,-5.2
-68500,-6.41
-68449,-6.61
-68397,-6.69
-68346,-6.28
-68291,-7.55
-68240,-6.66
-68187,-6.79
-68131,-7.72
-68075,-7.34
-68019,-7.69
-67963,-7.49
-67904,-8.07
-67846,-7.94
-67791,-7.27
-67736,-7.58
-67682,-6.91
-67623,-8.34
-67561,-8.8
-67500,-8.49
-67444,-7.26
-67382,-8.89
-67318,-8.99
-67254,-9.22
-67191,-8.75
-67124,-9.67
-67059,-8.85
-66993,-9.71
-66929,-8.92
-66866,-8.96
-66801,-9.42
-66742,-8.14
-66681,-8.6
-66624,-7.77
-66567,-8.15
-66510,-7.59
-66453,-7.92
-66396,-8.04
-66339,-7.79
-66274,-9.31
-66208,-9.51
-66141,-9.63
-66079,-9.06
-66019,-8.27
-65958,-8.6
-65898,-8.87
-65843,-7.12
-65779,-9.32
-65716,-9.12
-65654,-9.11
-65596,-7.81
-65535,-8.78
-65471,-9.4
-65408,-8.9
-65346,-8.86
-65281,-9.44
-65217,-9.26
-65153,-9.39
-65091,-8.82
-65026,-9.61
-64963,-9.01
-64903,-8.5
-64840,-9.23
-64777,-9.21
-64717,-8.46
-64656,-8.67
-64591,-9.71
-64535,-7.85
-64473,-9.04
-64412,-8.83
-64349,-9.11
-64286,-9.2
-64220,-9.81
-64156,-9.17
-64092,-9.48
-64027,-9.58
-63964,-9.29
-63902,-8.78
-63838,-9.59
-63774,-9.36
-63713,-9.0
-63653,-8.46
-63589,-9.56
-63529,-8.79
-63465,-9.42
-63403,-9.14
-63343,-8.67
-63282,-9.03
-63223,-8.36
-63161,-9.77
-63104,-7.72
-63048,-7.72
-62989,-8.89
-62929,-8.82
-62867,-9.01
-62806,-9.34
-62747,-8.3
-62685,-9.24
-62627,-8.4
-62566,-9.11
-62507,-8.82
-62449,-8.24
-62390,-8.71
-62328,-9.32
-62268,-8.78
-62210,-8.38
-62150,-9.08
-62092,-8.53
-62039,-7.45
-61988,-7.12
-61934,-7.86
-61879,-7.88
-61821,-8.87
-61770,-6.63
-61716,-8.34
-61665,-6.82
-61614,-6.68
-61558,-8.49
-61498,-8.83
-61438,-9.05
-61376,-9.3
-61315,-8.95
-61253,-9.41
-61191,-9.22
-61129,-9.27
-61062,-10.19
-61003,-8.41
-60944,-8.6
-60882,-9.47
-60821,-9.17
-60765,-8.24
-60707,-8.53
-60648,-8.85
-60589,-8.89
-60530,-8.91
-60478,-7.25
-60421,-8.57
-60362,-8.86
-60304,-8.6
-60248,-8.19
-60194,-8.05
-60139,-7.94
-60083,-8.17
-60024,-8.94
-59969,-8.22
-59913,-8.37
-59859,-7.77
-59807,-7.62
-59756,-7.26
-59704,-7.52
-59651,-7.77
-59600,-7.44
-59549,-6.96
-59497,-7.6
-59444,-8.11
-59393,-7.01
-59342,-7.39
-59292,-7.32
-59242,-7.09
-59192,-6.86
-59144,-7.13
-59095,-6.43
-59044,-7.77
-58994,-7.13
-58946,-6.45
-58897,-6.68
-58847,-7.52
-58797,-7.24
-58747,-6.91
-58699,-7.22
-58653,-5.79
-58608,-6.07
-58560,-6.73
-58510,-7.25
-58464,-6.25
-58414,-6.97
-58363,-7.48
-58315,-6.66
-58266,-6.92
-58216,-7.33
-58166,-7.25
-58118,-6.67
-58070,-6.78
-58022,-6.35
-57974,-7.27
-57929,-5.72
-57885,-5.92
-57841,-5.9
-57797,-5.32
-57750,-6.9
-57700,-7.15
-57656,-5.85
-57610,-6.19
-57564,-6.55
-57519,-6.28
-57476,-4.82
-57431,-6.1
-57383,-7.3
-57336,-6.26
-57292,-6.16
-57251,-4.53
-57203,-7.08
-57160,-5.36
-57117,-5.41
-57074,-5.71
-57030,-5.8
-56986,-5.9
-56942,-5.78
-56897,-6.08
-56853,-5.8
-56810,-5.93
-56768,-4.89
-56726,-5.64
-56683,-5.44
-56642,-5.19
-56602,-4.6
-56561,-4.83
-56517,-6.42
-56472,-5.66
-56429,-5.86
-56388,-4.92
-56347,-5.03
-56304,-6.03
-56262,-4.42
-56220,-5.98
-56177,-5.28
-56131,-6.57
-56089,-5.25
-56044,-6.1
-55999,-5.97
-55954,-6.2
-55907,-6.23
-55859,-6.82
-55810,-7.16
-55763,-6.95
-55719,-5.23
-55675,-5.83
-55628,-6.61
-55582,-6.43
-55538,-5.75
-55493,-5.97
-55445,-6.66
-55396,-7.79
-55350,-5.58
-55308,-5.7
-55266,-4.97
-55222,-5.99
-55180,-5.2
-55136,-5.72
-55091,-6.37
-55044,-6.25
-54998,-6.83
-54953,-5.32
-54908,-6.56
-54862,-6.13
-54816,-6.36
-54766,-7.18
-54719,-6.52
-54668,-7.61
-54621,-6.46
-54573,-6.64
-54524,-7.21
-54474,-7.1
-54426,-7.0
-54376,-6.63
-54325,-8.08
-54276,-6.88
-54228,-6.52
-54178,-7.29
-54126,-7.37
-54073,-8.67
-54021,-6.75
-53968,-8.38
-53914,-8.13
-53863,-7.35
-53811,-7.32
-53757,-8.33
-53704,-7.91
-53653,-7.37
-53604,-7.19
-53555,-6.81
-53508,-6.77
-53459,-6.79
-53408,-7.81
-53360,-6.59
-53314,-6.34
-53266,-6.85
-53218,-7.05
-53172,-6.04
-53124,-6.82
-53077,-6.93
-53032,-5.79
-52987,-6.14
-52940,-6.76
-52893,-6.6
-52847,-5.94
-52798,-7.39
-52747,-7.37
-52695,-7.9
-52644,-7.62
-52594,-6.79
-52545,-7.4
-52495,-7.4
-52446,-6.86
-52397,-6.9
-52351,-7.04
-52306,-5.42
-52263,-5.83
-52219,-5.96
-52175,-5.66
-52128,-6.98
-52081,-6.5
-52034,-6.67
-51988,-6.25
-51943,-6.52
-51898,-5.54
-51854,-6.25
-51811,-5.54
-51764,-6.66
-51716,-6.87
-51667,-7.19
-51621,-6.08
-51576,-6.3
-51532,-6.18
-51490,-5.29
-51449,-4.99
-51409,-4.92
-51368,-4.95
-51328,-5.18
-51287,-5.03
-51245,-5.41
-51203,-5.08
-51160,-6.18
-51117,-5.75
-51076,-4.25
-51032,-6.33
-50985,-6.82
-50938,-6.62
-50893,-6.18
-50849,-6.11
-50807,-4.61
-50763,-6.11
-50718,-6.72
-50675,-5.28
-50630,-6.35
-50585,-5.97
-50538,-7.04
-50493,-5.66
-50448,-6.07
-50402,-6.75
-50355,-6.32
-50308,-6.86
-50262,-6.32
-50213,-7.27
-50167,-6.23
-50125,-5.24
-50082,-6.36
-50040,-4.62
-49997,-5.97
-49951,-6.26
-49904,-6.81
-49861,-5.49
-49815,-6.64
-49769,-6.11
-49721,-7.35
-49672,-6.57
-49625,-7.41
-49578,-5.98
-49533,-6.42
-49486,-6.61
-49437,-7.21
-49389,-6.77
-49341,-7.02
-49292,-6.95
-49243,-7.22
-49193,-7.38
-49142,-7.38
-49091,-7.84
-49043,-6.71
-48995,-6.69
-48946,-7.37
-48896,-7.5
-48848,-6.59
-48799,-7.48
-48751,-7.02
-48702,-6.25
-48652,-8.11
-48601,-7.43
-48553,-7.17
-48508,-5.64
-48461,-7.05
-48412,-7.06
-48361,-7.5
-48311,-7.53
-48262,-7.02
-48216,-6.5
-48168,-6.96
-48121,-6.64
-48072,-7.06
-48020,-8.18
-47968,-7.49
-47919,-7.67
-47870,-6.3
-47820,-7.67
-47771,-7.7
-47723,-6.1
-47674,-7.45
-47625,-7.54
-47576,-6.75
-47527,-7.16
-47476,-7.96
-47425,-7.36
-47372,-8.39
-47319,-7.64
-47268,-8.05
-47217,-7.28
-47165,-8.17
-47113,-7.59
-47062,-7.67
-47012,-7.57
-46965,-6.54
-46917,-7.01
-46869,-7.08
-46816,-8.17
-46762,-8.32
-46714,-6.93
-46663,-7.56
-46608,-8.51
-46560,-7.0
-46511,-7.31
-46464,-6.8
-46417,-6.63
-46368,-6.8
-46318,-7.99
-46267,-7.31
-46215,-7.94
-46161,-8.55
-46108,-8.02
-46055,-7.92
-46000,-8.94
-45950,-7.25
-45902,-6.65
-45853,-7.66
-45805,-7.13
-45760,-6.27
-45714,-6.24
-45666,-7.2
-45619,-7.0
-45572,-6.73
-45524,-6.97
-45478,-6.59
-45430,-7.15
-45384,-6.64
-45339,-6.67
-45296,-4.97
-45253,-6.44
-45208,-6.24
-45161,-6.8
-45115,-6.75
-45070,-6.17
-45025,-6.44
-44980,-6.44
-44935,-5.88
-44890,-6.86
-44844,-6.49
-44798,-6.58
-44757,-5.25
-44716,-5.68
-44674,-5.05
-44633,-5.51
-44592,-5.64
-44554,-4.03
-44516,-4.57
-44477,-4.85
-44434,-5.72
-44391,-5.7
-44348,-6.18
-44304,-6.12
-44260,-6.31
-44215,-6.38
-44174,-5.24
-44130,-5.8
-44086,-6.86
-44042,-6.03
-44001,-5.14
-43962,-4.25
-43920,-6.28
-43877,-5.35
-43835,-6.01
-43792,-5.44
-43747,-6.69
-43702,-6.19
-43656,-7.05
-43612,-5.27
-43567,-6.9
-43520,-6.97
-43474,-6.51
-43427,-6.79
-43381,-6.59
-43334,-6.92
-43287,-7.0
-43239,-7.04
-43193,-6.62
-43145,-7.12
-43096,-7.17
-43046,-7.75
-42996,-7.65
-42946,-7.57
-42895,-7.78
-42844,-7.8
-42793,-7.92
-42742,-7.57
-42691,-7.9
-42638,-8.46
-42585,-8.3
-42532,-8.73
-42481,-7.63
-42432,-7.04
-42380,-8.04
-42326,-8.44
-42271,-8.77
-42216,-8.82
-42162,-8.31
-42108,-8.66
-42055,-8.74
-42004,-7.94
-41952,-8.02
-41899,-8.68
-41846,-8.42
-41796,-7.22
-41746,-7.81
-41697,-7.57
-41647,-7.37
-41596,-8.06
-41545,-7.9
-41497,-7.36
-41450,-6.93
-41404,-6.47
-41353,-7.93
-41302,-8.03
-41255,-6.83
-41207,-7.51
-41160,-6.83
-41114,-6.62
-41067,-7.2
-41019,-7.02
-40972,-7.07
-40926,-6.75
-40877,-7.41
-40827,-7.94
-40776,-7.61
-40724,-8.52
-40675,-7.12
-40623,-8.46
-40572,-7.77
-40523,-7.55
-40473,-7.54
-40421,-8.36
-40369,-8.18
-40318,-7.52
-40265,-8.89
-40211,-8.22
-40156,-9.04
-40100,-9.06
-40045,-8.75
-39990,-8.74
-39935,-8.8
-39882,-8.36
-39827,-8.97
-39775,-8.22
-39724,-7.95
-39670,-8.73
-39619,-7.79
-39566,-8.83
-39519,-6.66
-39466,-8.57
-39416,-7.83
-39367,-7.58
-39319,-7.55
-39273,-6.45
-39224,-7.31
-39173,-8.58
-39123,-7.57
-39073,-7.77
-39022,-8.02
-38970,-8.15
-38915,-9.39
-38862,-8.14
-38809,-8.42
-38755,-8.82
-38701,-8.7
-38647,-8.72
-38593,-8.89
-38540,-8.54
-38491,-7.26
-38444,-7.54
-38395,-7.19
-38343,-8.41
-38291,-8.53
-38238,-8.63
-38188,-7.59
-38139,-7.74
-38089,-8.25
-38040,-7.2
-37990,-8.12
-37940,-7.74
-37888,-8.48
-37837,-7.83
-37782,-9.24
-37730,-8.18
-37675,-9.1
-37619,-9.2
-37565,-9.02
-37513,-8.03
-37463,-7.97
-37412,-8.2
-37362,-7.97
-37311,-8.05
-37261,-8.2
-37211,-7.73
-37161,-8.05
-37119,-5.95
-37073,-6.87
-37026,-7.78
-36981,-6.46
-36936,-6.59
-36892,-6.89
-36848,-6.15
-36801,-7.53
-36754,-7.18
-36710,-6.82
-36666,-6.34
-36622,-6.41
-36579,-6.39
-36534,-6.62
-36489,-7.03
-36445,-6.57
-36401,-6.29
-36356,-7.28
-36313,-5.83
-36265,-7.63
-36219,-7.25
-36174,-7.13
-36132,-5.5
-36089,-5.98
-36042,-7.86
-35995,-7.23
-35949,-7.17
-35908,-6.16
-35869,-4.66
-35829,-5.22
-35787,-6.41
-35747,-5.14
-35706,-6.27
-35663,-6.18
-35621,-6.04
-35575,-7.18
-35530,-6.85
-35481,-8.14
-35434,-6.84
-35387,-7.91
-35340,-6.84
-35294,-7.79
-35248,-6.62
-35199,-7.89
-35150,-7.88
-35101,-7.91
-35057,-6.63
-35011,-7.0
-34961,-8.17
-34909,-8.54
-34857,-8.84
-34805,-8.66
-34755,-7.95
-34705,-8.08
-34654,-8.44
-34605,-7.77
-34556,-8.05
-34506,-8.2
-34456,-8.09
-34407,-7.84
-34358,-7.84
-34308,-8.32
-34256,-8.54
-34204,-8.69
-34151,-9.07
-34101,-8.05
-34051,-8.08
-34002,-8.02
-33953,-7.97
-33898,-9.24
-33848,-8.18
-33796,-8.68
-33748,-7.89
-33700,-7.61
-33652,-7.81
-33601,-8.67
-33551,-8.52
-33504,-6.81
-33456,-8.06
-33406,-8.24
-33357,-8.18
-33310,-7.52
-33264,-7.09
-33217,-7.72
-33167,-8.41
-33119,-7.69
-33074,-7.03
-33027,-7.69
-32978,-8.04
-32929,-8.37
-32882,-7.4
-32835,-7.35
-32786,-8.48
-32738,-7.68
-32690,-7.75
-32641,-8.34
-32595,-7.39
-32544,-8.55
-32495,-8.03
-32445,-8.19
-32392,-9.08
-32337,-9.58
-32284,-8.97
-32231,-9.12
-32180,-8.53
-32127,-9.16
-32071,-9.52
-32016,-9.52
-31961,-9.53
-31906,-9.53
-31851,-9.53
-31800,-8.77
-31749,-8.1
-31698,-9.32
-31649,-7.72
-31601,-8.12
-31552,-8.14
-31503,-8.47
-31454,-8.06
-31405,-8.3
-31359,-7.48
-31312,-7.76
-31265,-8.06
-31218,-7.53
-31171,-7.93
-31123,-8.03
-31074,-8.18
-31023,-8.74
-30971,-9.25
-30919,-8.59
-30866,-9.24
-30811,-9.88
-30757,-9.31
-30702,-9.46
-30648,-9.77
-30595,-9.16
-30546,-8.09
-30498,-7.95
-30449,-9.02
-30400,-7.78
-30352,-8.38
-30303,-8.2
-30253,-8.81
-30204,-8.31
-30154,-8.64
-30105,-8.4
-30062,-6.9
-30015,-8.12
-29969,-7.07
-29921,-8.5
-29871,-8.88
-29823,-8.3
-29775,-7.5
-29723,-9.19
-29668,-10.36
-29614,-8.92
-29561,-9.87
-29509,-8.9
-29458,-9.07
-29406,-8.91
-29353,-9.42
-29297,-10.04
-29244,-9.47
-29191,-9.29
-29135,-9.93
-29082,-9.51
-29033,-8.52
-28983,-8.77
-28934,-8.69
-28887,-7.57
-28838,-8.87
-28788,-8.87
-28737,-8.87
-28687,-8.88
-28636,-8.88
-28584,-9.29
-28533,-9.19
-28481,-9.19
-28430,-9.06
-28380,-8.61
-28327,-9.94
-28277,-8.31
-28227,-9.19
-28174,-9.25
-28121,-10.03
-28070,-8.4
-28017,-9.85
-27965,-9.38
-27912,-9.44
-27858,-9.82
-27808,-8.9
-27761,-8.36
-27715,-7.82
-27668,-8.33
-27620,-8.42
-27573,-8.35
-27524,-8.42
-27475,-8.88
-27425,-9.42
-27378,-7.93
-27333,-7.55
-27286,-8.6
-27242,-7.39
-27195,-8.23
-27149,-8.1
-27102,-8.26
-27054,-8.72
-27006,-8.28
-26958,-8.88
-26909,-8.35
-26859,-9.27
-26809,-8.91
-26759,-9.14
-26708,-9.46
-26658,-8.87
-26610,-8.59
-26562,-8.61
-26515,-8.69
-26469,-7.84
-26423,-8.2
-26374,-8.89
-26325,-8.71
-26274,-9.42
-26220,-9.93
-26169,-9.42
-26118,-9.15
-26064,-10.22
-26011,-9.87
-25962,-8.81
-25914,-8.38
-25864,-9.4
-25815,-8.94
-25767,-8.61
-25723,-7.71
-25678,-7.86
-25628,-9.14
-25573,-10.51
-25525,-8.69
-25475,-9.03
-25427,-9.25
-25383,-6.91
-25337,-8.84
-25290,-8.28
-25242,-8.79
-25192,-9.22
-25140,-9.93
-25087,-9.7
-25035,-9.75
-24983,-9.59
-24930,-10.13
-24878,-9.72
-24827,-9.48
-24777,-9.05
-24724,-10.11
-24670,-10.19
-24617,-9.96
-24566,-9.59
-24515,-9.34
-24463,-9.94
-24414,-9.02
-24361,-9.96
-24307,-10.4
-24257,-9.17
-24204,-9.96
-24153,-9.85
-24103,-8.98
-24050,-10.2
-24000,-9.61
-23950,-8.93
-23897,-10.47
-23845,-9.53
-23793,-10.02
-23740,-10.19
-23690,-9.3
-23639,-9.54
-23588,-9.67
-23537,-9.84
-23485,-9.87
-23434,-9.54
-23380,-10.32
-23326,-10.48
-23273,-10.21
-23223,-9.35
-23173,-9.35
-23122,-9.83
-23070,-9.95
-23019,-9.83
-22969,-9.39
-22918,-9.84
-22868,-9.54
-22816,-9.89
-22764,-9.96
-22712,-10.06
-22659,-10.21
-22608,-9.9
-22561,-8.99
-22517,-7.98
-22465,-10.1
-22413,-10.07
-22364,-9.33
-22313,-9.76
-22266,-9.0
-22218,-9.05
-22169,-9.4
-22119,-9.68
-22065,-10.58
-22015,-9.52
-21966,-9.62
-21914,-9.95
-21862,-10.39
-21813,-9.36
-21765,-9.29
-21718,-8.95
-21672,-8.64
-21625,-9.05
-21579,-8.88
-21533,-8.69
-21485,-9.28
-21438,-8.95
-21390,-9.36
-21339,-10.25
-21292,-8.79
-21245,-9.19
-21199,-8.99
-21154,-8.23
-21109,-8.84
-21064,-8.43
-21017,-9.11
-20968,-9.55
-20919,-9.73
-20871,-9.39
-20822,-9.62
-20773,-9.36
-20724,-9.98
-20676,-9.0
-20627,-9.92
-20579,-9.22
-20533,-8.74
-20486,-9.41
-20439,-9.14
-20395,-8.36
-20345,-9.91
-20294,-10.04
-20249,-8.81
-20200,-9.67
-20149,-9.98
-20100,-9.82
-20052,-9.45
-20003,-9.6
-19957,-9.14
-19909,-9.42
-19865,-8.47
-19820,-8.72
-19774,-8.96
-19726,-9.57
-19676,-10.12
-19628,-9.64
-19581,-8.9
-19532,-9.71
-19485,-10.1
-19440,-7.92
